TYPE (F),F:Alias,F:Database Table,"F:Database Field (or ""UDF"")",F:Long Name,F:Short Name,F:User Type,F:User Length,F:User Decimals,F:Reference Table Name,F:Reference Display Mode (Dropdown/Picklist),F:Reference Valid Code Required
C,W08,"Certificate of Completion, 24-Credit Option",W08,,,,,,,,
C,W09,Special Certificate of Completion,W09,,,,,,,,
C,W44,"Adult Certificate of Completion, 24-Credit Option",W44,,,,,,,,
C,W53,"Adult - Common Placement Test Eligible, 24-Credit Option",W53,,,,,,,,
C,W56,"Adult Certificate of Completion, 18-Credit ACCEL Option",W56,,,,,,,,
C,W8A,"Student - Common Placement Test Eligible, 24-Credit Option",W8A,,,,,,,,
C,W8B,"Certificate of Completion, 18-Credit ACCEL Option",W8B,,,,,,,,
C,ZZZ,Not applicable,ZZZ,,,,,,,,
F,all-std-CertificateOfCompletionDate,STUDENT,UDF,Certificate of Completion Date,Certificate Date,Date,10,0,,,
F,all-std-DatedEnteredUSSchool,STUDENT,UDF,Date Entered US School,Date Entered US School,Date,10,0,,,
F,all-std-DiplomaBiliteracy,STUDENT,UDF,Diploma Biliteracy Seal Designation,Diploma Biliteracy,Character,1,0,FL Diploma Biliteracy,Dropdown,
C,B,Both the Gold and Silver Seal of Biliteracy requirements were met,,,,,,,,,
C,G,Gold Seal of Biliteracy requirements were met,,,,,,,,,
C,S,Silver Seal of Biliteracy requirements were met,,,,,,,,,
F,all-std-DiplomaDesignation,STUDENT,UDF,Diploma Designation,Diploma Designation,Character,1,0,FL Diploma Designation,Dropdown,
C,B,"Both - Scholar and Merit student has met the requirements of section 1003.4285, F.S.",,,,,,,,,
C,M,Merit - student has met the requirements of section 1003.4285 (1)(b) F.S.,,,,,,,,,
C,S,Scholar - student has met the requirements of section 1003.4285 (1)(a) F.S.,,,,,,,,,
F,all-std-DiplomaType,STUDENT,UDF,Diploma Type,Diploma Type,Character,3,0,FL Diploma Type,Picklist,
C,W06,Standard High School Diploma,W06,,,,,,,,
C,W07,Special Diploma (option one) NOTE: This will not be a valid diploma type after the 2022-23 school,W07,,,,,,,,
C,W10,State of Florida High School Performance-Based Diploma (GED and State Approved Graduation Test),W10,,,,,,,,
C,W27,Special Diploma (option two) NOTE: This will not be a valid diploma type after the 2022-23 school,W27,,,,,,,,
C,W43,Adult Standard High School Diploma (24-credit option),W43,,,,,,,,
C,W45,Adult State of Florida Diploma (GED),W45,,,,,,,,
C,W52,Adult Standard High School Diploma (Concordant and/or Comparative Score),W52,,,,,,,,
C,W54,"Adult Standard High School Diploma (ACCEL), 18 Credit Option",W54,,,,,,,,
C,W55,"Adult Standard High School Diploma (ACCEL) Concordant and/or Comparative Score, 18-Credit Option",W55,,,,,,,,
C,W58,"Adult Standard High School Diploma (ACCEL) (statewide assessment waiver), 18-Credit Option",W58,,,,,,,,
C,W59,"Adult Standard High School Diploma (statewide assessment wavier), 24 credit option",W59,,,,,,,,
C,WD1,Standard High School Diploma (Deferred Receipt),WD1,,,,,,,,
C,WFT,Standard High School Diploma (Concordant and/or Comparative Score),WFT,,,,,,,,
C,WFW,Standard High School Diploma (FCAT waiver) NOTE: This code is valid for students who entered 9th g,WFW,,,,,,,,
C,WGA,State of Florida High School Performance-Based Diploma (GED and Concordant and/or Comparative Score),WGA,,,,,,,,
C,WGD,"State of Florida Diploma (Performance-Based Exit Option Model Program, GED only)",WGD,,,,,,,,
C,WRW,Standard High School Diploma (Statewide Standardized Assessment Results Waiver) NOTE: This applies,WRW,,,,,,,,
C,WXL,Standard High School Diploma (ACCEL) options.,WXL,,,,,,,,
C,WXT,Standard High School Diploma (ACCEL) Concordant and/or Comparative Score,WXT,,,,,,,,
C,WXW,Standard High School Diploma (ACCEL) statewide assessment waiver.,WXW,,,,,,,,
C,ZZZ,Not applicable,ZZZ,,,,,,,,
F,all-std-EarlyGraduate,STUDENT,UDF,Early Graduate,Early Graduate,Character,6,0,FL Early Graduate,Dropdown,
F,all-std-GradePromotionStatus,STUDENT,UDF,Grade Promotion Status,Grade Promotion Status,Character,1,0,FL Grade Promotion Status,Dropdown,
C,A,Promoted to a higher grade without meeting levels of performance.,A,,,,,,,,
C,D,Student with disabilities opted to remain in school.,D,,,,,,,,
C,N,Not enrolled in a KG-12 program in the district at the end of the school year.,N,,,,,,,,
C,P,"Academically promoted to a higher grade, graduated, completed, or reported with withdrawal code WPO.",P,,,,,,,,
C,R,Retained in same grade at the end of the school year.,R,,,,,,,,
F,all-std-GradePromotionStatusGCE ,STUDENT,UDF,Grade Promotion Status Good Cause Exemption ,Grade Promotion Status GCE,Character,1,0,FL Grade Promotion Status GCE,Dropdown,
C,1,Limited English proficient who have had less than 2 years in an English for Speakers program,,,,,,,,,
C,2,With disabilities with education plan participation in the state assessment prog is not appropriate,,,,,,,,,
C,3,Acceptable level of performance on an alternative reading or English Lang Arts assessment,,,,,,,,,
C,4,"Portfolio that performing at least a Level 2 on the statewide, English Lang Arts assessment ",,,,,,,,,
C,5,Intensive instruction in reading/English Lang Arts for > 2 years but still have deficiency,,,,,,,,,
C,6,Intensive remediation in reading/English Lang Arts for > 2 years but still have deficiency,,,,,,,,,
C,7,Intensive reading intervention for > 2 or more years but still have deficiency in reading ,,,,,,,,,
F,all-std-GraduationOption,STUDENT,UDF,Graduation Option,GraduationOption,Character,1,0,FL Graduation Option,Dropdown,
C,1,24 Credit Standard High School Option,1,,,,,,,,
C,2,18 Credit College Prep Option declared on or prior to June 30 2004,2,,,,,,,,
C,3,18 Credit Career Prep Option declared on or prior to June 30 2004,3,,,,,,,,
C,4,Student with a disability who plans to exit with a Special Diploma,4,,,,,,,,
C,5,18 Credit College Prep Option declared on or after July 1 2004,5,,,,,,,,
C,6,18 Credit Career Prep Option declared on or after July 1 2004,6,,,,,,,,
C,7,Student with a disability opting to remain in school after receiving a special diploma,7,,,,,,,,
C,8,Performance-Based Exit Option Model,8,,,,,,,,
C,9,Accelerated diploma option based on the Academically Challenging Curriculum Learning,9,,,,,,,,
C,A,Student with a disability receiving a Standard High School Diploma per section 1003.4282(10)(b)1,A,,,,,,,,
C,B,Student with a disability receiving a Standard High School Diploma per section 1003.4282(10)(b)2,B,,,,,,,,
F,all-std-HabitualTruant,STUDENT,UDF,Habitual Truant,HabitualTruant,Logical,1,0,,,
F,all-std-IBDiplomaEarned,STUDENT,UDF,International Baccalaureate Diploma,IB Diploma Earned,Logical,1,0,,,
F,all-std-ImmigrationDate,STUDENT,UDF,Immigration Date,ImmigrationDate,Date,10,0,,,
F,all-std-ImmunizationStatus,STUDENT,UDF,Immunization Status,ImmunStatus,Character,1,0,FL Immunization Status,Dropdown,
C,0,Student in virtual instruction,0,,,,,,,,
C,1,Permanent immunization certificate,1,,,,,,,,
C,2,Temporary medical exemption,2,,,,,,,,
C,3,Permanent medical exemption,3,,,,,,,,
C,4,Permanent religious exemption,4,,,,,,,,
C,8,Permanent immunization certificate 7th grade,8,,,,,,,,
C,W,Enrolled in district fewer than 31 days,W,,,,,,,,
C,X,Enrolled in Juvenile Justice fewer than 31 days,X,,,,,,,,
C,Y,For children and youths who are experiencing homelessness and children who are known to the depa...,Y,,,,,,,,
F,all-std-MedicalExemption,STUDENT,UDF,Medical Exemption,Medical Exemption,Character,1,0,FL Medical Exemption,Dropdown,
C,A,A one-year exemption (approved by the district school superintendent).,A,,,,,,,,
C,B,A one-year exemption (approved by the Commissioner of Education).,B,,,,,,,,
C,C,A two-year exemption (approved by the Commissioner of Education).,C,,,,,,,,
C,D,A three-year exemption (approved by the Commissioner of Education).,D,,,,,,,,
C,E,A permanent exemption (approved by the Commissioner of Education).,E,,,,,,,,
F,all-std-NativeLanguage,STUDENT,UDF,Native Language,NativeLanguage,Character,2,0,FL Language Code,,
F,all-std-OnlineCourseExempt,STUDENT,UDF,Online Course Exempt,Online Course Exempt,Character,1,0,FL Online Course Exempt,Dropdown,
C,D,Requirement does not apply because the student has an individual educational plan,,,,,,,,,
C,T,Does not apply because of: has less than one academic year remaining in high school ,,,,,,,,,
F,all-std-PrimaryLanguage,STUDENT,UDF,Primary Language,PrimaryLanguage,Character,2,0,FL Language Code,,
F,all-std-Section504Eligible,STUDENT,UDF,Section 504 Eligible,504Eligible,Character,1,0,FL Section 504 Eligible,Dropdown,
C,I,Student was evaluated and is not eligible under Section 504.,I,,,,,,,,
C,N,"Student is eligible under Section 504, is not eligible under IDEA and does not require a 504 plan.",N,,,,,,,,
C,Y,"Student is eligible under Section 504, is not eligible under IDEA and has a Section 504 Plan.",Y,,,,,,,,
C,Z,Not Applicable,Z,,,,,,,,
F,all-std-SingleParent,STUDENT,UDF,Single Parent and Single Pregnant Woman,Single Parent,Character,1,0,FL Single Parent,Dropdown,
C,B,Both - The student is both a single parent and a single pregnant woman,B,,,,,,,,
C,S,Single Parent not pregnant - The student is unmarried widowed or legally separated from a spouse a,S,,,,,,,,
C,W,Single Pregnant Woman,W,,,,,,,,
C,Z,Not applicable.,Z,,,,,,,,
F,all-std-SpecialEdFundingType,STUDENT,UDF,ESE Funding Type,ESE Funding,Character,20,0,FL ESE Funding Type,,
C,Basic ESE,Basic ESE,111|112|113,,,,,,,,
C,Support Level 4,Basic ESE,254,,,,,,,,
C,Support Level 5,Basic ESE,255,,,,,,,,
F,all-std-StateId,STUDENT,STD_ID_STATE,State identifier,SASID,Character,32,0,,,
F,all-std-StateIdAlias,STUDENT,UDF,Student Number Alias,Student Number Alias,Character,10,0,,,
F,all-std-TestAccommodations,STUDENT,UDF,Test Accommodations,Test Accommodations,Character,1,0,FL Test Accommodations,Dropdown,
C,C,Contracted Braille,C,,,,,,,,
C,L,Large Print,L,,,,,,,,
C,P,Paper-Based Test in lieu of Computer-Based Test,P,,,,,,,,
C,Q,"Unique Accommodation (Rule 6A-1.0943, FAC)",Q,,,,,,,,
C,R,Reading Passage Booklet,R,,,,,,,,
C,U,Uncontracted Braille,U,,,,,,,,
F,all-std-ZonedDistrict,STUDENT,UDF,Zoned District,ZonedDistrict,Character,2,0,,,
F,all-std-ZonedSchool,STUDENT,UDF,Zoned School,ZonedSchool,Character,4,0,,,
F,all-std-WdisEmploymentStatus,STUDENT,UDF,WDIS Employment Status,Employment Status,Character,1,0,FL WDIS Employment Status Codes,Dropdown,
C,E,Employed - If the participant (a) did any work at all as a paid employee (b) did any work at all i,E,,,,,,,,
C,N,Not in Labor Force -– Learners who do not meet the conditions stated in values E S U or those who ,N,,,,,,,,
C,S,Employed - but received Notice of Termination of Employment or Military Separation or the employe,S,,,,,,,,
C,U,Not employed – Learners who are not employed but are seeking employment are making specific effort,U,,,,,,,,
C,Z,Not Applicable – Learners who are not enrolled in an NRS eligible program,Z,,,,,,,,
F,all-std-WdisCitizenshipStatus,STUDENT,UDF,WDIS Citizenship Status,Citizenship Status,Character,1,0,FL WDIS Citizenship Status Codes,Dropdown,
C,A,Non-Resident alien – An individual who has been admitted temporarily to the United States as a non,A,,,,,,,,
C,C,U. S. Citizen - An individual who is a citizen of only the United States regardless of how this st,C,,,,,,,,
C,P,Permanent Resident Alien - An individual who has been admitted temporarily to the United States fo,P,,,,,,,,
C,X,Unknown or not reported,X,,,,,,,,
F,all-std-WdisEmploymentBarriers,STUDENT,UDF,WDIS Employment Barriers,Empl Barriers,Character,1,0,FL WDIS Employment Barriers Codes,Dropdown,
C,C,Participant perceives him or herself as possessing attitudes beliefs customs or practices that infl,C,,,,,,,,
C,N,Participant is enrolled in an NRS eligible program and does not meet the conditions described abov,N,,,,,,,,
C,Z,Participant is not enrolled in an NRS eligible program,Z,,,,,,,,
F,all-std-WdisFirstTimeStdInd,STUDENT,UDF,WDIS First-Time Student Indicator,First-Time Std Ind,Character,1,0,WDIS First-Time Student Indicator Codes,Dropdown,
C,D,A first-time student in any postsecondary dual enrollment or an early admission student. Includes,D,,,,,,,,
C,N,Not a first-time student in postsecondary education postsecondary dual enrollment nor an early adm,N,,,,,,,,
C,Y,A first-time student in any postsecondary education other than dual enrollment or early admission.,Y,,,,,,,,
C,Z,Not Applicable – Student is exclusively enrolled in Adult General Education or Continuing Workforc,Z,,,,,,,,
F,all-std-WdisDiplomaOption,STUDENT,UDF,WDIS Adult High School Diploma Option,Diploma Option,Character,1,0,FL WDIS Diploma Option Codes,Dropdown,
C,A,Adult high school student seeking the 18 credit ACCEL high school diploma under the provisions of,A,,,,,,,,
C,B,Adult high school student seeking the 24 credit high school diploma under the provisions of s. 100,B,,,,,,,,
C,Z,Not applicable (student is not enrolled in adult high school),Z,,,,,,,,
F,all-std-WdisExOffender,STUDENT,UDF,WDIS Ex-Offender,WDIS Ex-Offender,Character,1,0,FL WDIS Ex-Offender Codes,Dropdown,
C,E,The participant has self-identified as a person who either (a) has been subject to any stage of the,E,,,,,,,,
C,N,Participant does not meet any one of the conditions presented above,N,,,,,,,,
C,Z,Participant was not enrolled in an NRS eligible program,Z,,,,,,,,
F,all-std-WdisDisplacedHomemaker,STUDENT,UDF,WDIS Ex-Offender,WDIS Ex-Offender,Character,1,0,FL WDIS Ex-Offender Codes,Dropdown,
C,A,Participant worked as an adult primarily without remuneration to care for home and family and for,A,,,,,,,,
C,B,Participant has been dependent on public assistance or on the income of a relative but is no longe,B,,,,,,,,
C,C,Participant is a parent whose youngest child will become ineligible (at age 16) to receive assista,C,,,,,,,,
C,D,Participant is providing unpaid services to family members in the home and is the dependent spouse,D,,,,,,,,
C,Z,Not applicable  student does not meet any of the criteria above.,Z,,,,,,,,
F,all-std-WdisOtherInstitutAdult,STUDENT,UDF,WDIS Other Institutionalized Adult,Other Inst-lized,Character,1,0,FL WDIS Other Institutionalized Adult Codes,Dropdown,
C,A,An adult who is a patient or resident of a medical or special institution but not in correctional ,A,,,,,,,,
C,Z,Not Applicable,Z,,,,,,,,
F,all-std-WdisDiplomaDate,STUDENT,UDF,WDIS Diploma Date,Diploma Date,Date,10,0,,,
F,all-std-FLFormerLastName1,STUDENT,UDF,Former Last Name 1,Former Last Name 1,Character,17,0,,,
F,all-std-FLFormerLastName2,STUDENT,UDF,Former Last Name 2,Former Last Name 2,Character,17,0,,,
F,all-std-FLNickname,STUDENT,UDF,Nickname,Nickname,Character,10,0,,,
F,all-stf-Degree,STAFF,UDF,Degree/Credential,Degree,Character,1,0,FL Degree/Credential Earned,Dropdown,
C,A,Associate,A,,,,,,,,
C,B,Bachelor,B,,,,,,,,
C,C,Child Development Associate,C,,,,,,,,
C,D,Doctorate,D,,,,,,,,
C,M,Master,M,,,,,,,,
C,S,Specialist,S,,,,,,,,
F,all-stf-EmployeeType,STAFF,UDF,Employee Type,EmployeeType,Character,2,0,FL Employee Type,Dropdown,
C,RF,Regular full-time employee,RF,,,,,,,,
C,RP,Regular part-time employee,RP,,,,,,,,
C,ST,Student employee,ST,,,,,,,,
C,TF,Temporary full-time employee,TF,,,,,,,,
C,TP,Temporary part-time employee,TP,,,,,,,,
F,all-stf-EmploymentDateContinuous,STAFF,UDF,Employment Date Continuous,EmploymentDateContinuous,Date,10,0,,,
F,all-stf-ExemptFromPublicRecordsLaw,STAFF,UDF,Exempt From Public Records Law,ExemptFromPublicRecordsLaw,Logical,1,0,,,
F,all-stf-ExperienceTypeA,STAFF,UDF,Administration in education experience,ExperienceTypeA,Number,2,0,,,
F,all-stf-ExperienceTypeC,STAFF,UDF,Service to the district in current job experience,ExperienceTypeC,Number,2,0,,,
F,all-stf-ExperienceTypeD,STAFF,UDF,Teaching in current district experience,ExperienceTypeD,Number,2,0,,,
F,all-stf-ExperienceTypeF,STAFF,UDF,Teaching in FL public schools experience,ExperienceTypeF,Number,2,0,,,
F,all-stf-ExperienceTypeM,STAFF,UDF,Military Service experience,ExperienceTypeM,Number,2,0,,,
F,all-stf-ExperienceTypeN,STAFF,UDF,Teaching in non-FL nonpublic schools experience,ExperienceTypeN,Number,2,0,,,
F,all-stf-ExperienceTypeP,STAFF,UDF,Teaching in non-FL public schools experience,ExperienceTypeP,Number,2,0,,,
F,all-stf-ExperienceTypeS,STAFF,UDF,Teaching in FL nonpublic schools experience,ExperienceTypeS,Number,2,0,,,
F,all-stf-HighQualifiedParaprof,STAFF,UDF,Highly Qualified Paraprofessional,HighlyQualifiedParaprof,Character,1,0,FL Highly Qualified Paraprofessional,Dropdown,
C,A,Has an associate or higher degree,A,,,,,,,,
C,B,Has two years of study at an institution of higher education,B,,,,,,,,
C,C,Meets locally approved academic assessment of qualifications,C,,,,,,,,
C,D,Not NCLB qualified,P,,,,,,,,
F,all-stf-Mentor,STAFF,UDF,Supervising Educator,Supervising Educator,Logical,1,0,,,
F,all-stf-PersonnelEvaluation,STAFF,UDF,Personnel Evaluation,PersonnelEvaluation,Character,1,0,FL Personnel Evaluation,Dropdown,
C,C,Highly effective on his or her evaluation,C,,,,,,,,
C,D,Effective on his or her evaluation,D,,,,,,,,
C,E,Need improvement on his or her evaluation,E,,,,,,,,
C,F,Neds improvement and was determined to be developing on his or her evaluation,F,,,,,,,,
C,G,Unsatisfactory on his or her evaluation,G,,,,,,,,
C,H,Not evaluated,H,,,,,,,,
F,all-stf-PersonnelEvaluationLeadership,STAFF,UDF,Personnel Evaluation Leadership,PersonnelEvaluationLeadership,Integer,2,0,,,
F,all-stf-PersonnelEvaluationLeadershipRating,STAFF,UDF,Personnel Evaluation Leadership Rating,PersonnelEvaluationLeadershipRating,Character,2,0,FL Personnel Evaluation Rating,Dropdown,
C,1,Unsatisfactory,1,,,,,,,,
C,2,Needs Improvement,2,,,,,,,,
C,3,Effective,3,,,,,,,,
C,4,Highly Effective,4,,,,,,,,
F,all-stf-PersonnelEvaluationPractice,STAFF,UDF,Personnel Evaluation Practice,PersonnelEvaluationPractice,Integer,2,0,,,
F,all-stf-PersonnelEvaluationPracticeRating,STAFF,UDF,Personnel Evaluation Practice Rating,PersonnelEvaluationPracticeRating,Character,2,0,FL Personnel Evaluation Rating,Dropdown,
F,all-stf-PersonnelEvaluationResponsibilities,STAFF,UDF,Personnel Evaluation Responsibilities,PersonnelEvaluationResponsibilities,Integer,2,0,,,
F,all-stf-PersonnelEvaluationResponsibilitiesRating,STAFF,UDF,Personnel Evaluation Responsibilities Rating,PersonnelEvaluationResponsibilitiesRating,Character,2,0,FL Personnel Evaluation Responsibilities Rating,Dropdown,
C,1,Unsatisfactory,1,,,,,,,,
C,2,Needs Improvement,2,,,,,,,,
C,3,Effective,3,,,,,,,,
C,4,Highly Effective,4,,,,,,,,
C,98,Incorporated in the Instructional Leadership/Practice Component,98,,,,,,,,
F,all-stf-PersonnelEvaluationStdPerformance,STAFF,UDF,Personnel Evaluation Student Performance,PersonnelEvaluationStudentPerformance,Integer,2,0,,,
F,all-stf-PersonnelEvaluationStdPerformanceMeasures,STAFF,UDF,Personnel Evaluation Student Performance Measures,PersonnelEvaluationStudentPerformanceMeasures,Character,1,0,FL Personnel Evaluation Student Performance Measures,Dropdown,
C,A,Exclusively (100%) on statewide assessments,A,,,,,,,,
C,B,Exclusively (100%) on district end-of-course assessments,B,,,,,,,,
C,C,Exclusively (100%) on other standardized assessments,C,,,,,,,,
C,D,Exclusively (100%) on industry certification examinations,D,,,,,,,,
C,E,Exclusively (100%) on measurable learning targets/student learning objectives,E,,,,,,,,
C,F,Combination of assessments with the state assessments accounting for the largest component,F,,,,,,,,
C,G,Combination of assessments with the state assessments not accounting for the largest component,G,,,,,,,,
C,H,The classroom teacher or school administrator was not evaluated,H,,,,,,,,
C,I,Combination of assessments no state assessments,I,,,,,,,,
F,all-stf-PersonnelEvaluationStdPerformanceRating,STAFF,UDF,Personnel Evaluation Student Performance Rating,PersonnelEvaluationStudentPerformanceRating,Character,2,0,FL Personnel Evaluation Rating,Dropdown,
F,all-stf-ReadingEndorsementCompetency1,STAFF,UDF,Reading Endorsement Competency 1,ReadingEndorsementCompetency1,Character,1,0,FL Reading Endorsement Competency,Dropdown,
C,C,In the process of completing the practicum for CAR-PD or has completed CAR-PD in its entirety,C,,,,,,,,
C,G,In the process of completing NGCAR-PD or has completed NGCAR-PD in its entirety,G,,,,,,,,
C,N,Did not complete Competency,N,,,,,,,,
C,P,Is currently working toward completion of K-12 Reading certification,P,,,,,,,,
C,R,Has met the requirement through K-12 Reading certification,R,,,,,,,,
C,Y,Completed Competency,Y,,,,,,,,
F,all-stf-ReadingEndorsementCompetency2,STAFF,UDF,Reading Endorsement Competency 2,ReadingEndorsementCompetency2,Character,1,0,FL Reading Endorsement Competency,Dropdown,
F,all-stf-ReadingEndorsementCompetency3,STAFF,UDF,Reading Endorsement Competency 3,ReadingEndorsementCompetency3,Character,1,0,FL Reading Endorsement Competency,Dropdown,
F,all-stf-ReadingEndorsementCompetency4,STAFF,UDF,Reading Endorsement Competency 4,ReadingEndorsementCompetency4,Character,1,0,FL Reading Endorsement Competency,Dropdown,
F,all-stf-ReadingEndorsementCompetency5,STAFF,UDF,Reading Endorsement Competency 5,ReadingEndorsementCompetency5,Character,1,0,FL Reading Endorsement Competency,Dropdown,
F,all-stf-ReadingEndorsementCompetency2011_1,STAFF,UDF,Reading Endorsement Competency 2011-1,ReadingEndorsementCompetency2011-1,Character,1,0,FL Reading Endorsement Competency,Dropdown,
F,all-stf-ReadingEndorsementCompetency2011_2,STAFF,UDF,Reading Endorsement Competency 2011-2,ReadingEndorsementCompetency2011-2,Character,1,0,FL Reading Endorsement Competency,Dropdown,
F,all-stf-ReadingEndorsementCompetency2011_3,STAFF,UDF,Reading Endorsement Competency 2011-3,ReadingEndorsementCompetency2011-3,Character,1,0,FL Reading Endorsement Competency,Dropdown,
F,all-stf-ReadingEndorsementCompetency2011_4,STAFF,UDF,Reading Endorsement Competency 2011-4,ReadingEndorsementCompetency2011-4,Character,1,0,FL Reading Endorsement Competency,Dropdown,
F,all-stf-ReadingEndorsementCompetency2011_5,STAFF,UDF,Reading Endorsement Competency 2011-5,ReadingEndorsementCompetency2011-5,Character,1,0,FL Reading Endorsement Competency,Dropdown,
F,all-stf-SchoolPrincipalCertification,STAFF,UDF,School Principal Certification,SchoolPrincipalCertification,Character,1,0,FL School Principal Certification,Dropdown,
C,A,Admitted,A,,,,,,,,
C,B,Enrolled,B,,,,,,,,
C,C,Completed,C,,,,,,,,
C,D,Withdrawn,P,,,,,,,,
F,all-stf-SeparationDate,STAFF,UDF,Separation Date,SeparationDate,Date,10,0,,,
F,all-stf-SeparationReason,STAFF,UDF,Separation Reason,SeparationReason,Character,1,0,FL Separation Reason,Dropdown,
C,A,Retirement,A,,,,,,,,
C,B,Resignation for employment in education in Florida,B,,,,,,,,
C,C,Resignation for employment outside of education,C,,,,,,,,
C,D,Resignation with prejudice,D,,,,,,,,
C,E,Resignation for other personal reasons,E,,,,,,,,
C,F,Staff reduction,F,,,,,,,,
C,G,Dismissal due to findings by the board related to charges,G,,,,,,,,
C,H,Death,H,,,,,,,,
C,I,Contract expired,I,,,,,,,,
C,J,Reason not known,J,,,,,,,,
C,K,Disabled,K,,,,,,,,
C,L,Resignation for employment in education outside Florida,L,,,,,,,,
C,M,Contract not renewed due to less than satisfactory performance,M,,,,,,,,
C,N,Dismissal during probationary period,N,,,,,,,,
C,O,Job Abandonment,O,,,,,,,,
C,P,Dismissed for ineffective performance,P,,,,,,,,
F,all-str-MembershipCategory,STUDENT_TRANSPORTATION,UDF,Transportation Mebership Category,TranMembCategory,Character,1,0,FL Transportation Membership Category,Dropdown,
F,all-str-VehicleCategory,STUDENT_TRANSPORTATION,UDF,Vehicle Category,VehicleCategory,Character,1,0,FL Vehicle Category,Dropdown,
F,all-str-BusNumber,STUDENT_TRANSPORTATION,UDF,Bus Number,BusNum,Character,12,0,,,
F,all-str-BusRoute,STUDENT_TRANSPORTATION,UDF,Bus Route Number,BusRoute,Character,15,0,,,
F,all-trm-TermCode,SCHEDULE_TERM,TRM_TERM_CODE,Code,Code,Character,0,0,FL Schedule Term Codes,Dropdown,
F,all-trn-TransferDistrictNumber,STUDENT_TRANSCRIPT,UDF,Transfer District Number,TrnsfrDistrict,Character,2,0,,,
F,all-trn-TransferSchoolNumber,STUDENT_TRANSCRIPT,UDF,Transfer School Number,TrnsfrSchool,Character,4,0,,,
F,all-trn-TransferTerm,STUDENT_TRANSCRIPT,UDF,Transfer Term,TrnsfrTerm,Character,20,0,,,
F,all-trn-ImportedFromFasterInd,STUDENT_TRANSCRIPT,UDF,Imported From Faster Ind,ImprtdFromFstInd,Logical,1,0,,,
F,all-trn-CredEarnedCodeType,STUDENT_TRANSCRIPT,UDF,Credit Earned School Code Type,SklCodeType,Character,2,0,,,
F,all-trn-CredEarnedDstNum,STUDENT_TRANSCRIPT,UDF,Credit Earned Dst Number,DstNumber,Character,2,0,,,
F,all-trn-CredEarnedTakenSklNum,STUDENT_TRANSCRIPT,UDF,Credit Earned Skl Number,SklNumber,Character,4,0,,,
F,all-trn-CredEarnedSklNumCode,STUDENT_TRANSCRIPT,UDF,Credit Earned Skl Number Code Type,SklNumberCodeType,Character,12,0,,,
F,all-trn-CredEarnedTakenSklName,STUDENT_TRANSCRIPT,UDF,Credit Earned Skl Name,SklName,Character,50,0,,,
F,all-trn-CourseAbbrevTitle,STUDENT_TRANSCRIPT,UDF,Course Abbreviated Title,CrsAbbrevTitle,Character,20,0,,,
F,all-trn-CourseFlag,STUDENT_TRANSCRIPT,UDF,Course Flag,CrsFlag,Character,4,0,,,
F,all-trn-CourseNumber,STUDENT_TRANSCRIPT,UDF,Course Number,CrsNumber,Character,7,0,,,
F,all-trn-CourseOnline,STUDENT_TRANSCRIPT,UDF,Course Online,CrsOnline,Character,1,0,,,
F,all-trn-Term,STUDENT_TRANSCRIPT,UDF,Transcript Term,TrnTerm,Character,1,0,,,
F,all-trn-SubjAreaReqs,STUDENT_TRANSCRIPT,UDF,Subject Area Requirements,SubjAreaReqs,Character,2,0,,,
F,all-std-USEntryDate,STUDENT,UDF,US Entry Date,USEntryDate,Date,10,0,,,
F,all-std-NinthGradeYear,STUDENT,UDF,Ninth Grade Year,NinthGradeYear,Integer,4,0,,,
F,all-asd-CRDCAssessmentCode,ASSESSMENT_DEFINITION,UDF,CRDC Assessment Code,CRDC Assessment Code,Character,3,0,,,
F,all-crs-CRDCAPCourseCategory,COURSE,UDF,CRDC AP Course Category,CRDC AP Course Category,Character,20,0,,,
F,all-crs-CRDCCourseCategory,COURSE,UDF,CRDC Course Category,CRDC Course Category,Character,20,0,,,
F,all-crs-CRDCDistanceEd,COURSE,UDF,CRDC Distance Education,CRDC Distance Education,Logical,0,0,,,
F,all-crs-CRDCDualEnroll,COURSE,UDF,CRDC Dual Enrollment,CRDC Dual Enrollment,Logical,0,0,,,
F,all-crs-CRDCGEDPrep,COURSE,UDF,CRDC GED Prep,CRDC GED Prep,Logical,0,0,,,
F,all-crs-CRDCGiftedTalented,COURSE,UDF,CRDC Gifted and Talented,CRDC Gifted and Talented,Logical,0,0,,,
F,all-crs-CRDCIBCourse,COURSE,UDF,CRDC IB Course,CRDC IB Course,Logical,0,0,,,
F,all-crs-CRDCSingleSexCode,COURSE,UDF,CRDC Single Sex Code,CRDC Single Sex Code,Character,6,0,,,
F,all-crs-WdisHomelessIndicator,COURSE,UDF,WDIS Homeless Adult Program Indicator,Homeless Pgm Ind,Character,1,0,FL WDIS Homeless Adult Program Indicator Codes,Dropdown,
F,all-mst-CRDCSingleSexCode,SCHEDULE_MASTER,UDF,CRDC Single Sex Code,CRDC Single Sex Code,Character,6,0,,,
F,all-mtc-CRDCCertified,SCHEDULE_MASTER_TEACHER,UDF,CRDC Certified,CRDC Certified,Logical,1,0,,,
F,all-rcd-CRDCCode,REF_CODE,UDF,CRDC Code,CRDC Code,Character,50,0,,,
F,all-ssc-CRDCCreditRecovery,STUDENT_SCHEDULE,UDF,CRDC Credit Recovery,CRDC Credit Recovery,Logical,0,0,,,
